ProductKey;Product Item Code;Product Sub Category;Product Category;EnglishProductName;ModelName;EnglishDescription;StartDate;EndDate;Product Status
336;BK-R50B-62;Road Bikes;Bikes;Road-650 Black, 62;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
337;BK-R50B-62;Road Bikes;Bikes;Road-650 Black, 62;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
338;BK-R50B-44;Road Bikes;Bikes;Road-650 Black, 44;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
339;BK-R50B-44;Road Bikes;Bikes;Road-650 Black, 44;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
340;BK-R50B-48;Road Bikes;Bikes;Road-650 Black, 48;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
341;BK-R50B-48;Road Bikes;Bikes;Road-650 Black, 48;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
342;BK-R50B-52;Road Bikes;Bikes;Road-650 Black, 52;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
343;BK-R50B-52;Road Bikes;Bikes;Road-650 Black, 52;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
344;BK-M82S-38;Mountain Bikes;Bikes;Mountain-100 Silver, 38;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
345;BK-M82S-42;Mountain Bikes;Bikes;Mountain-100 Silver, 42;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
346;BK-M82S-44;Mountain Bikes;Bikes;Mountain-100 Silver, 44;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
347;BK-M82S-48;Mountain Bikes;Bikes;Mountain-100 Silver, 48;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
348;BK-M82B-38;Mountain Bikes;Bikes;Mountain-100 Black, 38;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
349;BK-M82B-42;Mountain Bikes;Bikes;Mountain-100 Black, 42;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
350;BK-M82B-44;Mountain Bikes;Bikes;Mountain-100 Black, 44;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
351;BK-M82B-48;Mountain Bikes;Bikes;Mountain-100 Black, 48;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
352;BK-M68S-38;Mountain Bikes;Bikes;Mountain-200 Silver, 38;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
353;BK-M68S-38;Mountain Bikes;Bikes;Mountain-200 Silver, 38;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2020-07-01 00:00:00.000;NULL;Current
354;BK-M68S-42;Mountain Bikes;Bikes;Mountain-200 Silver, 42;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
355;BK-M68S-42;Mountain Bikes;Bikes;Mountain-200 Silver, 42;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2020-07-01 00:00:00.000;NULL;Current
356;BK-M68S-46;Mountain Bikes;Bikes;Mountain-200 Silver, 46;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
357;BK-M68S-46;Mountain Bikes;Bikes;Mountain-200 Silver, 46;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2020-07-01 00:00:00.000;NULL;Current
358;BK-M68B-38;Mountain Bikes;Bikes;Mountain-200 Black, 38;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
359;BK-M68B-38;Mountain Bikes;Bikes;Mountain-200 Black, 38;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2020-07-01 00:00:00.000;NULL;Current
360;BK-M68B-42;Mountain Bikes;Bikes;Mountain-200 Black, 42;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
361;BK-M68B-42;Mountain Bikes;Bikes;Mountain-200 Black, 42;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2020-07-01 00:00:00.000;NULL;Current
362;BK-M68B-46;Mountain Bikes;Bikes;Mountain-200 Black, 46;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
363;BK-M68B-46;Mountain Bikes;Bikes;Mountain-200 Black, 46;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;2020-07-01 00:00:00.000;NULL;Current
364;BK-M47B-38;Mountain Bikes;Bikes;Mountain-300 Black, 38;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
365;BK-M47B-40;Mountain Bikes;Bikes;Mountain-300 Black, 40;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
366;BK-M47B-44;Mountain Bikes;Bikes;Mountain-300 Black, 44;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
367;BK-M47B-48;Mountain Bikes;Bikes;Mountain-300 Black, 48;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
368;BK-R89R-44;Road Bikes;Bikes;Road-250 Red, 44;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
369;BK-R89R-48;Road Bikes;Bikes;Road-250 Red, 48;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
370;BK-R89R-52;Road Bikes;Bikes;Road-250 Red, 52;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
371;BK-R89R-58;Road Bikes;Bikes;Road-250 Red, 58;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
372;BK-R89R-58;Road Bikes;Bikes;Road-250 Red, 58;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2020-07-01 00:00:00.000;NULL;Current
373;BK-R89B-44;Road Bikes;Bikes;Road-250 Black, 44;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
374;BK-R89B-44;Road Bikes;Bikes;Road-250 Black, 44;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2020-07-01 00:00:00.000;NULL;Current
375;BK-R89B-48;Road Bikes;Bikes;Road-250 Black, 48;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
376;BK-R89B-48;Road Bikes;Bikes;Road-250 Black, 48;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2020-07-01 00:00:00.000;NULL;Current
377;BK-R89B-52;Road Bikes;Bikes;Road-250 Black, 52;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
378;BK-R89B-52;Road Bikes;Bikes;Road-250 Black, 52;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2020-07-01 00:00:00.000;NULL;Current
379;BK-R89B-58;Road Bikes;Bikes;Road-250 Black, 58;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
380;BK-R89B-58;Road Bikes;Bikes;Road-250 Black, 58;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;2020-07-01 00:00:00.000;NULL;Current
381;BK-R64Y-38;Road Bikes;Bikes;Road-550-W Yellow, 38;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
382;BK-R64Y-38;Road Bikes;Bikes;Road-550-W Yellow, 38;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2020-07-01 00:00:00.000;NULL;Current
383;BK-R64Y-40;Road Bikes;Bikes;Road-550-W Yellow, 40;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
384;BK-R64Y-40;Road Bikes;Bikes;Road-550-W Yellow, 40;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2020-07-01 00:00:00.000;NULL;Current
385;BK-R64Y-42;Road Bikes;Bikes;Road-550-W Yellow, 42;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
386;BK-R64Y-42;Road Bikes;Bikes;Road-550-W Yellow, 42;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2020-07-01 00:00:00.000;NULL;Current
387;BK-R64Y-44;Road Bikes;Bikes;Road-550-W Yellow, 44;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
388;BK-R64Y-44;Road Bikes;Bikes;Road-550-W Yellow, 44;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2020-07-01 00:00:00.000;NULL;Current
389;BK-R64Y-48;Road Bikes;Bikes;Road-550-W Yellow, 48;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
390;BK-R64Y-48;Road Bikes;Bikes;Road-550-W Yellow, 48;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;2020-07-01 00:00:00.000;NULL;Current
391;FK-1639;Forks;Components;LL Fork;LL Fork;Stout design absorbs shock and offers more precise steering.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
392;FK-5136;Forks;Components;ML Fork;ML Fork;Composite road fork with an aluminum steerer tube.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
393;FK-9939;Forks;Components;HL Fork;HL Fork;High-performance carbon road fork with curved legs.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
394;HS-0296;Headsets;Components;LL Headset;LL Headset;Threadless headset provides quality at an economical price.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
395;HS-2451;Headsets;Components;ML Headset;ML Headset;Sealed cartridge keeps dirt out.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
396;HS-3479;Headsets;Components;HL Headset;HL Headset;"High-quality 1"" threadless headset with a grease port for quick lubrication.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
397;HB-M243;Handlebars;Components;LL Mountain Handlebars;LL Mountain Handlebars;All-purpose bar for on or off-road.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
398;HB-M243;Handlebars;Components;LL Mountain Handlebars;LL Mountain Handlebars;All-purpose bar for on or off-road.;2020-07-01 00:00:00.000;NULL;Current
399;HB-M763;Handlebars;Components;ML Mountain Handlebars;ML Mountain Handlebars;Tough aluminum alloy bars for downhill.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
400;HB-M763;Handlebars;Components;ML Mountain Handlebars;ML Mountain Handlebars;Tough aluminum alloy bars for downhill.;2020-07-01 00:00:00.000;NULL;Current
401;HB-M918;Handlebars;Components;HL Mountain Handlebars;HL Mountain Handlebars;Flat bar strong enough for the pro circuit.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
402;HB-M918;Handlebars;Components;HL Mountain Handlebars;HL Mountain Handlebars;Flat bar strong enough for the pro circuit.;2020-07-01 00:00:00.000;NULL;Current
403;HB-R504;Handlebars;Components;LL Road Handlebars;LL Road Handlebars;Unique shape provides easier reach to the levers.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
404;HB-R504;Handlebars;Components;LL Road Handlebars;LL Road Handlebars;Unique shape provides easier reach to the levers.;2020-07-01 00:00:00.000;NULL;Current
405;HB-R720;Handlebars;Components;ML Road Handlebars;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
406;HB-R720;Handlebars;Components;ML Road Handlebars;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;2020-07-01 00:00:00.000;NULL;Current
407;HB-R956;Handlebars;Components;HL Road Handlebars;HL Road Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
408;HB-R956;Handlebars;Components;HL Road Handlebars;HL Road Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";2020-07-01 00:00:00.000;NULL;Current
409;FR-M63B-38;Mountain Frames;Components;ML Mountain Frame - Black, 38;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
410;FW-M423;Wheels;Components;LL Mountain Front Wheel;LL Mountain Front Wheel;Replacement mountain wheel for entry-level rider.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
411;FW-M762;Wheels;Components;ML Mountain Front Wheel;ML Mountain Front Wheel;Replacement mountain wheel for the casual to serious rider.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
412;FW-M928;Wheels;Components;HL Mountain Front Wheel;HL Mountain Front Wheel;High-performance mountain replacement wheel.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
413;FW-R623;Wheels;Components;LL Road Front Wheel;LL Road Front Wheel;Replacement road front wheel for entry-level cyclist.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
414;FW-R762;Wheels;Components;ML Road Front Wheel;ML Road Front Wheel;Sturdy alloy features a quick-release hub.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
415;FW-R820;Wheels;Components;HL Road Front Wheel;HL Road Front Wheel;Strong wheel with double-walled rim.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
416;FW-T905;Wheels;Components;Touring Front Wheel;Touring Front Wheel;Aerodynamic rims for smooth riding.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
417;FR-R72Y-38;Road Frames;Components;ML Road Frame-W - Yellow, 38;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
418;FR-R72Y-38;Road Frames;Components;ML Road Frame-W - Yellow, 38;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2020-07-01 00:00:00.000;NULL;Current
419;RW-M423;Wheels;Components;LL Mountain Rear Wheel;LL Mountain Rear Wheel;Replacement mountain wheel for entry-level rider.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
420;RW-M762;Wheels;Components;ML Mountain Rear Wheel;ML Mountain Rear Wheel;Replacement mountain wheel for the casual to serious rider.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
421;RW-M928;Wheels;Components;HL Mountain Rear Wheel;HL Mountain Rear Wheel;High-performance mountain replacement wheel.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
422;RW-R623;Wheels;Components;LL Road Rear Wheel;LL Road Rear Wheel;Replacement road rear wheel for entry-level cyclist.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
423;RW-R762;Wheels;Components;ML Road Rear Wheel;ML Road Rear Wheel;"Aluminum alloy rim with stainless steel spokes; built for speed.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
424;RW-R820;Wheels;Components;HL Road Rear Wheel;HL Road Rear Wheel;Strong rear wheel with double-walled rim.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
425;RW-T905;Wheels;Components;Touring Rear Wheel;Touring Rear Wheel;Excellent aerodynamic rims guarantee a smooth ride.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
426;FR-M63B-40;Mountain Frames;Components;ML Mountain Frame - Black, 40;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
427;FR-M63B-44;Mountain Frames;Components;ML Mountain Frame - Black, 44;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
428;FR-M63B-48;Mountain Frames;Components;ML Mountain Frame - Black, 48;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
429;FR-R72Y-40;Road Frames;Components;ML Road Frame-W - Yellow, 40;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
430;FR-R72Y-40;Road Frames;Components;ML Road Frame-W - Yellow, 40;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2020-07-01 00:00:00.000;NULL;Current
431;FR-R72Y-42;Road Frames;Components;ML Road Frame-W - Yellow, 42;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
432;FR-R72Y-42;Road Frames;Components;ML Road Frame-W - Yellow, 42;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2020-07-01 00:00:00.000;NULL;Current
433;FR-R72Y-44;Road Frames;Components;ML Road Frame-W - Yellow, 44;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
434;FR-R72Y-44;Road Frames;Components;ML Road Frame-W - Yellow, 44;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2020-07-01 00:00:00.000;NULL;Current
435;FR-R72Y-48;Road Frames;Components;ML Road Frame-W - Yellow, 48;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
436;FR-R72Y-48;Road Frames;Components;ML Road Frame-W - Yellow, 48;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;2020-07-01 00:00:00.000;NULL;Current
437;FR-R92B-62;Road Frames;Components;HL Road Frame - Black, 62;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
438;FR-R92B-62;Road Frames;Components;HL Road Frame - Black, 62;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
439;FR-R92B-44;Road Frames;Components;HL Road Frame - Black, 44;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
440;FR-R92B-44;Road Frames;Components;HL Road Frame - Black, 44;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
441;FR-R92B-48;Road Frames;Components;HL Road Frame - Black, 48;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
442;FR-R92B-48;Road Frames;Components;HL Road Frame - Black, 48;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
443;FR-R92B-52;Road Frames;Components;HL Road Frame - Black, 52;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
444;FR-R92B-52;Road Frames;Components;HL Road Frame - Black, 52;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
445;SH-M897-S;Shorts;Clothing;Men's Sports Shorts, S;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
446;PA-T100;Panniers;Accessories;Touring-Panniers, Large;Touring-Panniers;Durable, water-proof nylon construction with easy access. Large enough for weekend trips.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
447;LO-C100;Locks;Accessories;Cable Lock;Cable Lock;Wraps to fit front and rear tires, carrier and 2 keys included.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
448;PU-0452;Pumps;Accessories;Minipump;Minipump;Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
449;PU-M044;Pumps;Accessories;Mountain Pump;Mountain Pump;Simple and light-weight. Emergency patches stored in handle.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
450;LT-T990;Lights;Accessories;Taillights - Battery-Powered;Taillight;Affordable light for safe night riding - uses 3 AAA batteries;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
451;LT-H902;Lights;Accessories;Headlights - Dual-Beam;Headlights - Dual-Beam;Rechargeable dual-beam headlight.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
452;LT-H903;Lights;Accessories;Headlights - Weatherproof;Headlights - Weatherproof;Rugged weatherproof headlight.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
453;SH-M897-M;Shorts;Clothing;Men's Sports Shorts, M;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
454;SH-M897-L;Shorts;Clothing;Men's Sports Shorts, L;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
455;SH-M897-X;Shorts;Clothing;Men's Sports Shorts, XL;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
456;TG-W091-S;Tights;Clothing;Women's Tights, S;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
457;TG-W091-M;Tights;Clothing;Women's Tights, M;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
458;TG-W091-L;Tights;Clothing;Women's Tights, L;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
